point,bv,notebook,month,day,year,habtype,spp,round,region,area,impound,int,short,tall,pe,pcgrass,up,bg,water,wood,other,crop,central,north,east,south,west,averagewater,plant1,plant2,plant3,waterp,woodp,dead
wpt973,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,7,7,8,7.6,NA,NA,NA,NA,NA,0
WPT974,v,12,10,2,2014,ms,NA,3,ne,bkca,kt6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,5,7,6.4,NA,NA,NA,NA,NA,NA
WPT978,v,12,10,2,2014,ms,NA,3,ne,bkca,kt6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,5,6,6,NA,NA,NA,NA,NA,NA
WPT963,v,12,10,2,2014,ms,NA,3,ne,bkca,kt6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,5,6,5.2,NA,NA,NA,NA,NA,NA
WPT967,v,12,10,2,2014,ms,NA,3,ne,bkca,kt6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,5,3,4.6,NA,NA,NA,NA,NA,NA
WPT971,v,12,10,2,2014,ms,NA,3,ne,bkca,kt6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,3,7,4.4,NA,NA,NA,NA,NA,NA
WPT968,v,6,8,23,2014,ms,NA,1,ne,bkca,kt6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,0,3,2.4,NA,NA,NA,NA,NA,NA
WPT962,v,6,8,23,2014,ms,NA,1,ne,bkca,kt6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
WPT973,v,6,8,23,2014,ms,NA,1,ne,bkca,kt6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
WPT965,v,6,8,23,2014,ms,NA,1,ne,bkca,kt6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
WPT961,v,6,8,23,2014,ms,NA,1,ne,bkca,kt6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
WPT980,v,12,9,29,2014,ms,NA,3,ne,bkca,kt6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
WPT978,v,12,9,29,2014,ms,NA,3,ne,bkca,kt6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
wpt967,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
WPT926,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,NA
wpt922,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,0
wpt930,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,0
wpt927,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,0
wpt936,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,0
wpt923,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,0
wpt939,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,0
wpt935,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,0
wpt933,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,0
WPT935,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,16,30,0,5,0,0,0,40,0,0,0,55,50,58,60,57,56,spikerush,cattail,p. penn,NA,NA,0
WPT939,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,11.2,0,0,40,0,0,0,60,0,0,0,55,55.5,62,55,49,55.3,typha,NA,NA,NA,NA,0
wpt930,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,55,52,55,55,53.8,NA,NA,NA,NA,NA,0
wpt926,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,52,53,57,51,52.8,NA,NA,NA,NA,NA,0
WPT928,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,51,55,54,50,52,NA,NA,NA,NA,NA,NA
WPT927,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,55,59,60,45,52,NA,NA,NA,NA,NA,NA
WPT935,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,50,51,50,49,49.6,NA,NA,NA,NA,NA,NA
WPT933,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,48,47,46,48,47.2,NA,NA,NA,NA,NA,NA
wpt925,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,45,47,54,47,47,NA,NA,NA,NA,NA,0
WPT939,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,43,55,44,41,44.8,NA,NA,NA,NA,NA,NA
WPT936,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,48,44,45,40,44.4,NA,NA,NA,NA,NA,NA
wpt934,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,40,42,41,44,42,NA,NA,NA,NA,NA,0
N474,v,12,10,2,2014,ms,NA,3,ne,bkca,kt9,11.2,20,0,20,0,0,0,60,0,0,0,40,41,42,40,41,40.8,river bulrush,spikerush,cattail,NA,NA,NA
WPT972,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,22.4,10,0,30,0,0,0,60,0,0,0,38,29,39,40,41,37.4,spikerush,cattail,NA,NA,NA,0
WPT922,v,Nick – blue,9,14,2014,ms,NA,2,ne,bkca,kt9,25.8,40,0,10,NA,5,0,40,0,5,0,38,37.5,36,38,37.5,37.4,spikerush,cattail,upland,NA,NA,0
WPT939,v,6,8,23,2014,ms,NA,1,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,39,18,30,49,35,NA,NA,NA,NA,NA,NA
N473,v,12,10,2,2014,ms,NA,3,ne,bkca,kt9,18,30,0,45,0,0,0,25,0,0,0,31,32,35,37,32,33.4,cattail,spikerush,NA,NA,NA,0
WPT924,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,22.4,55,0,25,0,0,0,20,0,0,0,32,30,36,29,30,31.4,spikerush,plantain,cattail,NA,NA,0
WPT935,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,22.4,55,0,25,0,0,0,20,0,0,0,32,30,36,29,30,31.4,spikerush,plantain,cattail,NA,NA,0
WPT922,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,32,30,31,33,31.4,NA,NA,NA,NA,NA,NA
WPT930,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,31,30,33,31,31.4,NA,NA,NA,NA,NA,NA
wpt929,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,29,28,28,30,28.4,NA,NA,NA,NA,NA,0
WPT979,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,0,75,0,25,0,0,0,0,0,0,0,25,30,31,26,27,27.8,primrose,river bulrush,cattail,NA,NA,0
WPT937,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,0,50,0,35,0,0,0,0,0,15,0,30,32,29,0,30,24.2,typha,spikerush,japanese millett,NA,NA,0
WPT926,v,Nick – blue,9,14,2014,ms,NA,2,ne,bkca,kt9,5,20,0,10,NA,10,0,50,0,10,0,20,22,24,18,28,22.4,spikerush,upland,cattail,NA,NA,0
WPT977,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,0,45,0,5,0,50,0,0,0,0,0,21,22,18,23,25,21.8,spikerush,primrose,cattail,NA,NA,0
WPT937,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,22,23,21,22,21.8,NA,NA,NA,NA,NA,NA
wpt931,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,22,23,20,20,21.8,NA,NA,NA,NA,NA,0
WPT934,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,21,22,20,19,20.4,NA,NA,NA,NA,NA,NA
WPT924,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,20,19,22,19,20.2,NA,NA,NA,NA,NA,NA
wpt921,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,20,15,17,16,17.8,NA,NA,NA,NA,NA,0
WPT962,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,0,30,0,0,0,0,0,0,0,25,45,14,15,17,18,15,15.8,corn,japanese millett,millet,NA,NA,0
WPT966,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,0,75,0,20,0,5,0,0,0,0,0,17,19,13,18,10,15.4,p. piperodies,spikerush,NA,NA,NA,0
wpt930,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,10,0,25,11.4,NA,NA,NA,NA,NA,0
WPT929,v,6,8,23,2014,ms,NA,1,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,7,10,6,7.4,NA,NA,NA,NA,NA,NA
WPT929,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,6,9,7.4,NA,NA,NA,NA,NA,NA
WPT931,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,15,55,0,10,0,0,0,15,0,20,0,8,8,0,9,10.5,7.1,millet,spikerush,cattail,NA,NA,0
WPT938,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,0,55,0,15,0,0,0,0,0,15,15,5,7,8,9,5,6.8,millet,cattail,spikerush,NA,NA,0
WPT975,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,0,50,0,0,0,50,0,0,0,0,0,11,3,4,5,4,5.4,dark millett,false aster,cocklebur,NA,NA,0
WPT971,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,0,15,0,0,0,55,0,0,0,0,30,7,3,2,7,0,3.8,biden,corn,dark millett,NA,NA,0
WPT931,v,6,8,23,2014,ms,NA,1,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,12,2,0,0,3.3,NA,NA,NA,NA,NA,NA
WPT980,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,0,45,0,0,0,35,0,0,0,0,20,4,0,6,1,5,3.2,millet,japanese millett,false aster,NA,NA,0
WPT938,v,6,8,23,2014,ms,NA,1,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
WPT973,v,9,9,11,2014,ms,NA,2,ne,bkca,kt9,0,20,0,0,0,45,0,0,0,0,35,0,0,0,0,0,0,dark millett,biden,corn,NA,NA,0
WPT931,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
WPT938,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
WPT921,v,12,9,29,2014,ms,NA,3,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
wpt937,v,NICK-GREEN,10,14,2014,ms,NA,4,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
WPT936,b,nick,9,14,2014,ms,NA,2,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,NA
WPT930,b,nick,9,14,2014,ms,NA,2,ne,bkca,kt9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,NA
WPT107,v,12,9,25,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,NA
WPT115,v,12,9,25,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,NA
WPT 118,v,nick.red,9,27,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,NA
wpt107,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,0
WPT 104,v,nick.red,9,27,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,51,53,46,53,51.8,NA,NA,NA,NA,NA,NA
WPT107,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,11.2,55,0,0,0,0,0,40,0,15,0,50,51,52,54,50,51.4,millet,p. piperodies,NA,NA,NA,0
WPT118,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,11.2,45,0,0,0,10,0,25,5,15,0,48,52,41,39,58,47.6,p. piperodies,millet,aster,NA,NA,0
WPT107,v,6,9,6,2014,ms,NA,2,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,45,50,52,40,45.4,NA,NA,NA,NA,NA,NA
wpt115,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,43,46,48,45,45.4,NA,NA,NA,NA,NA,0
WPT 110,v,nick.red,9,27,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,41,57,39,42,45.2,NA,NA,NA,NA,NA,NA
WPT101,v,12,9,25,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,43,45,45,49,44.8,NA,NA,NA,NA,NA,NA
WPT119,v,12,9,25,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,45,43,45,49,44.8,NA,NA,NA,NA,NA,NA
wpt104,v,14,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,45,44,43,47,44.6,NA,NA,NA,NA,NA,0
WPT 103,v,nick.red,9,27,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,48,42,46,46,44.2,NA,NA,NA,NA,NA,NA
WPT106,v,12,9,25,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,44,43,44,42,43.6,NA,NA,NA,NA,NA,NA
WPT 116,v,nick.red,9,27,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,41,43,45,44,43.2,NA,NA,NA,NA,NA,NA
WPT102,v,12,9,25,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,45,44,42,43,43,NA,NA,NA,NA,NA,NA
WPT108,v,12,9,25,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,40,44,44,43,42.4,NA,NA,NA,NA,NA,NA
WPT112,v,12,9,25,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,39,45,47,38,41.4,NA,NA,NA,NA,NA,NA
WPT 114,v,nick.red,9,27,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,42,41,42,40,40.6,NA,NA,NA,NA,NA,NA
WPT115,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,22.4,40,0,0,0,0,0,40,5,15,0,31,40,41,42,45,39.8,p. aqua,millet,NA,NA,NA,0
WPT118,v,6,9,6,2014,ms,NA,2,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,32,45,47,36,39.6,NA,NA,NA,NA,NA,NA
WPT 117,v,nick.red,9,27,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,38,39,41,37,38.4,NA,NA,NA,NA,NA,NA
wpt119,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,33,35,36,37,34.6,NA,NA,NA,NA,NA,0
wpt116,v,14,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,33,35,35,33,34.2,NA,NA,NA,NA,NA,0
WPT104,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,0,90,0,0,0,5,0,0,5,0,0,33,32,33,35,NA,33.25,p. aqua,millet,spikerush,NA,NA,0
WPT105,v,12,9,25,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,39,32,39,27,32.8,NA,NA,NA,NA,NA,NA
WPT 120,v,nick.red,9,27,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,34,32,32.4,NA,NA,NA,NA,NA,NA
wpt106,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,35,33,32,32.4,NA,NA,NA,NA,NA,0
af497,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,0,55,15,0,0,30,0,0,0,0,0,30,31,32,33,30,31.2,spikerush,perennial smartweed,annual smartweed,NA,NA,0
WPT115,v,6,9,6,2014,ms,NA,2,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,39,29,25,40,30.8,NA,NA,NA,NA,NA,NA
WPT113,v,12,9,25,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,31,32,30,31,30.8,NA,NA,NA,NA,NA,NA
wpt103,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,31,30,32,30.6,NA,NA,NA,NA,NA,0
wpt102,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,36,28,27,30,30.2,NA,NA,NA,NA,NA,0
wpt101,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,30,32,33,28,30,NA,NA,NA,NA,NA,0
wpt114,v,14,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,29,30,28,29,28.8,NA,NA,NA,NA,NA,0
WPT116,v,6,9,6,2014,ms,NA,2,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,29,30,27,28,28.4,NA,NA,NA,NA,NA,NA
N676,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,12.8,30,10,0,0,40,0,20,0,0,0,24,29,27,28,25,26.6,spikerush,millet,perennial smartweed,NA,NA,0
WPT119,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,0,30,70,0,0,0,0,0,0,0,0,25,26,28,27,25,26.2,p. aqua,frog fruit,grass,NA,NA,0
WPT106,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,0,10,80,5,0,0,0,0,5,0,0,27,26,23,27,25,25.6,p. aqua,frog fruit,button bush,NA,NA,0
wpt112,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,26,27,27,25,NA,NA,NA,NA,NA,0
wpt108,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,23,28,25,23,24.8,NA,NA,NA,NA,NA,0
WPT116,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,0,10,0,0,0,65,0,0,5,20,0,21,24,28,25,23,24.2,aster,p. piperodies,frog fruit,NA,NA,0
WPT109,v,12,9,25,2014,ms,NA,3,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,33,23,21,22,24,NA,NA,NA,NA,NA,NA
WPT104,v,6,9,6,2014,ms,NA,2,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,25,22,23,25,23.6,NA,NA,NA,NA,NA,NA
WPT106,v,6,9,6,2014,ms,NA,2,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,25,23,22,24,23,NA,NA,NA,NA,NA,NA
N673,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,0,30,40,0,0,30,0,0,0,0,0,19,20,22,25,28,22.8,spikerush,perennial smartweed,annual smartweed,NA,NA,0
n674,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,0,30,40,0,0,30,0,0,0,0,0,19,20,22,25,28,22.8,spikerush,perennial smartweed,annual smartweed,NA,NA,0
n675,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,0,30,40,0,0,30,0,0,0,0,0,19,20,22,25,28,22.8,spikerush,perennial smartweed,annual smartweed,NA,NA,0
wpt120,v,14,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,22,21,20,23,21.4,NA,NA,NA,NA,NA,0
WPT110,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,12.8,5,0,0,0,20,0,20,0,55,0,21,22,21,21,20,21,aster,cocklebur,p. piperodies,NA,NA,0
WPT114,v,6,9,6,2014,ms,NA,2,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,51,14,13,12,20.8,NA,NA,NA,NA,NA,NA
WPT101,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,0,0,95,0,0,2,0,0,3,0,0,21,18,19,20,25,20.6,p. aqua,button bush,aster,NA,NA,0
WPT110,v,6,9,6,2014,ms,NA,2,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,20,22,17,20,19.6,NA,NA,NA,NA,NA,NA
af496,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,0,10,20,0,0,70,0,0,0,0,0,19,20,21,20,18,19.6,perennial smartweed,spikerush,prairie cord grass,NA,NA,0
wpt117,v,14,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,19,18,19,19,19,NA,NA,NA,NA,NA,0
WPT102,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,0,30,60,0,0,0,0,0,10,0,0,19,18,17,25,15,18.8,p. aqua,p. piperodies,p. nodding,NA,NA,0
WPT103,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,0,30,0,0,0,67,0,0,3,0,0,17,16,21,18,19,18.2,frog fruit,p. aqua,aster,NA,NA,0
WPT108,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,0,0,95,0,0,0,0,0,5,0,0,14,19,21,22,15,18.2,p. aqua,button bush,NA,NA,NA,0
wpt105,v,NICK-GREEN,10,13,2014,ms,NA,4,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,18,17,19,20,18.2,NA,NA,NA,NA,NA,0
WPT112,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,0,5,0,0,0,50,0,0,0,0,0,17,18,19,15,21,18,frog fruit,aster,grass,NA,NA,0
WPT114,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,0,70,0,0,0,15,0,0,15,0,0,17,17,18,16,17,17,p. aqua,millet,aster,NA,NA,0
WPT119,v,6,9,6,2014,ms,NA,2,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,17,15,18,17,17,NA,NA,NA,NA,NA,NA
WPT102,v,6,9,6,2014,ms,NA,2,nc,slnwr,m10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,16,15.5,16,17,16.3,NA,NA,NA,NA,NA,NA
WPT117,v,3,8,16,2014,ms,NA,1,nc,slnwr,m10,0,10,0,0,0,55,0,0,35,0,0,11,20,19,18,10,15.6,sunflower,aster,p. piperodies,NA,NA,0
