"","X","obs","point","species","distance","round","impound","area","region","lat","long","month","day","year","night","odate","time","flush_walk","treat"
"3848",3848,"N","NS346S0","sora",0,3,"pool2w","fgca","nc",39.69418799,-93.312846,9,26,2013,1.2,269,NA,NA,NA
"3849",3849,"N","NS343S0","sora",0,3,"pool2w","fgca","nc",39.69418597,-93.31266,9,26,2013,1.2,269,NA,NA,NA
"3850",3850,"N","NS345S0","sora",0,3,"pool2w","fgca","nc",39.69418597,-93.312841,9,26,2013,1.2,269,NA,NA,NA
"3851",3851,"N","NS344S0","sora",0,3,"pool2w","fgca","nc",39.69418203,-93.312694,9,26,2013,1.2,269,NA,NA,NA
"3852",3852,"N","NS347S0","sora",0,3,"pool2w","fgca","nc",39.69417499,-93.313058,9,26,2013,1.2,269,NA,NA,NA
"3853",3853,"N","NS349S0","sora",0,3,"pool2w","fgca","nc",39.69413199,-93.313182,9,26,2013,1.2,269,NA,NA,NA
"3854",3854,"N","NS348S0","sora",0,3,"pool2w","fgca","nc",39.69412898,-93.313183,9,26,2013,1.2,269,NA,NA,NA
"3855",3855,"N","NS350S0","sora",0,3,"pool2w","fgca","nc",39.69362103,-93.311719,9,26,2013,1.2,269,NA,NA,NA
"3856",3856,"N","NS354S0","sora",0,3,"pool2w","fgca","nc",39.69359103,-93.311171,9,26,2013,1.2,269,NA,NA,NA
"3857",3857,"N","NS352S0","sora",0,3,"pool2w","fgca","nc",39.69355498,-93.311347,9,26,2013,1.2,269,NA,NA,NA
"3858",3858,"N","NS351S0","sora",0,3,"pool2w","fgca","nc",39.69355398,-93.311347,9,26,2013,1.2,269,NA,NA,NA
"3859",3859,"N","NS353S0","sora",0,3,"pool2w","fgca","nc",39.69354199,-93.311171,9,26,2013,1.2,269,NA,NA,NA
"3860",3860,"N","NS374S0","sora",0,3,"pool2w","fgca","nc",39.69296901,-93.3177,9,26,2013,1.2,269,NA,NA,NA
"3861",3861,"N","NS373S0","sora",0,3,"pool2w","fgca","nc",39.69295702,-93.317545,9,26,2013,1.2,269,NA,NA,NA
"3862",3862,"N","NS371S0","sora",0,3,"pool2w","fgca","nc",39.69284998,-93.316118,9,26,2013,1.2,269,NA,NA,NA
"3863",3863,"N","NS372S0","sora",0,3,"pool2w","fgca","nc",39.69284998,-93.316118,9,26,2013,1.2,269,NA,NA,NA
"3864",3864,"N","NS368S0","sora",0,3,"pool2w","fgca","nc",39.69277103,-93.315781,9,26,2013,1.2,269,NA,NA,NA
"3865",3865,"N","NS370S1","sora",1,3,"pool2w","fgca","nc",39.692767,-93.315888,9,26,2013,1.2,269,NA,NA,NA
"3866",3866,"N","NS369S2","sora",2,3,"pool2w","fgca","nc",39.69275602,-93.315847,9,26,2013,1.2,269,NA,NA,NA
"3867",3867,"N","NS367S1","sora",1,3,"pool2w","fgca","nc",39.69272903,-93.315674,9,26,2013,1.2,269,NA,NA,NA
"3868",3868,"N","NS366S0","sora",0,3,"pool2w","fgca","nc",39.69271302,-93.315376,9,26,2013,1.2,269,NA,NA,NA
"3869",3869,"N","NS365S0","sora",0,3,"pool2w","fgca","nc",39.69259903,-93.314885,9,26,2013,1.2,269,NA,NA,NA
"3870",3870,"N","NS364S0","sora",0,3,"pool2w","fgca","nc",39.69249199,-93.31385,9,26,2013,1.2,269,NA,NA,NA
"3871",3871,"N","NS363S0","sora",0,3,"pool2w","fgca","nc",39.69248101,-93.313753,9,26,2013,1.2,269,NA,NA,NA
"3872",3872,"N","NS362V0","vira",0,3,"pool2w","fgca","nc",39.69246601,-93.313694,9,26,2013,1.2,269,NA,NA,NA
"3873",3873,"N","NS355S2","sora",2,3,"pool2w","fgca","nc",39.69242603,-93.312476,9,26,2013,1.2,269,NA,NA,NA
"3874",3874,"N","NS361S0","sora",0,3,"pool2w","fgca","nc",39.69241496,-93.313173,9,26,2013,1.2,269,NA,NA,NA
"3875",3875,"N","NS362S0","sora",0,3,"pool2w","fgca","nc",39.69241496,-93.313173,9,26,2013,1.2,269,NA,NA,NA
"3876",3876,"N","NS357S0","sora",0,3,"pool2w","fgca","nc",39.69240499,-93.312599,9,26,2013,1.2,269,NA,NA,NA
"3877",3877,"N","NS359S0","sora",0,3,"pool2w","fgca","nc",39.69240398,-93.312596,9,26,2013,1.2,269,NA,NA,NA
"3878",3878,"N","NS358S0","sora",0,3,"pool2w","fgca","nc",39.69240298,-93.312596,9,26,2013,1.2,269,NA,NA,NA
"3879",3879,"N","NS360S0","sora",0,3,"pool2w","fgca","nc",39.69238403,-93.312916,9,26,2013,1.2,269,NA,NA,NA
"3880",3880,"N","N122S0","sora",0,2,"pool2w","fgca","nc",39.6940780152,-93.3116829861,9,3,2014,1.2,246,NA,NA,NA
"3881",3881,"N","N121S0","sora",0,2,"pool2w","fgca","nc",39.6940299869,-93.3121040091,9,3,2014,1.2,246,NA,NA,NA
"3882",3882,"N","N120S0","sora",0,2,"pool2w","fgca","nc",39.6940129716,-93.3121660352,9,3,2014,1.2,246,NA,NA,NA
"3883",3883,"N","N119S1","sora",1,2,"pool2w","fgca","nc",39.6928669978,-93.3173280302,9,3,2014,1.2,246,NA,NA,NA
"3884",3884,"N","N118S0","sora",0,2,"pool2w","fgca","nc",39.6923909895,-93.3179219719,9,3,2014,1.2,246,NA,NA,NA
"3885",3885,"N","N117S0","sora",0,2,"pool2w","fgca","nc",39.6923540253,-93.3177479636,9,3,2014,1.2,246,NA,NA,NA
"3886",3886,"N","N116S1","sora",1,2,"pool2w","fgca","nc",39.6921989601,-93.3149270341,9,3,2014,1.2,246,NA,NA,NA
"3887",3887,"N","N114S0","sora",0,2,"pool2w","fgca","nc",39.6921479981,-93.3145599905,9,3,2014,1.2,246,NA,NA,NA
"3888",3888,"N","N113S0","sora",0,2,"pool2w","fgca","nc",39.6921250317,-93.3134619612,9,3,2014,1.2,246,NA,NA,NA
"3889",3889,"N","N109S5","sora",5,2,"pool2w","fgca","nc",39.6921159793,-93.3122889977,9,3,2014,1.2,246,NA,NA,NA
"3890",3890,"N","N112S0","sora",0,2,"pool2w","fgca","nc",39.6920970362,-93.3131670021,9,3,2014,1.2,246,NA,NA,NA
"3891",3891,"N","N111S1","sora",1,2,"pool2w","fgca","nc",39.6920930129,-93.3129619807,9,3,2014,1.2,246,NA,NA,NA
"3892",3892,"N","N110S0","sora",0,2,"pool2w","fgca","nc",39.6920869779,-93.3129649982,9,3,2014,1.2,246,NA,NA,NA
"3893",3893,"N","N107S0","sora",0,2,"pool2w","fgca","nc",39.6919640154,-93.3186790254,9,3,2014,1.2,246,NA,NA,NA
"3894",3894,"N","N108S5","sora",5,2,"pool2w","fgca","nc",39.6914180182,-93.3151359949,9,3,2014,1.2,246,NA,NA,NA
"3895",3895,"N","N106S0","sora",0,2,"pool2w","fgca","nc",39.6904219966,-93.3160509635,9,3,2014,1.2,246,NA,NA,NA
"3896",3896,"N","N123S01","sora",1,2,"pool2w","fgca","nc",39.6904110163,-93.3160559926,9,3,2014,1.2,246,NA,NA,NA
"3897",3897,"A","AF466S0","sora",0,4,"pool3w","fgca","nc",39.6897589881,-93.3047189657,10,10,2014,1.2,284,NA,NA,NA
"3898",3898,"A","AF010S3","sora",3,1,"r7","osca","se",36.692521,-90.12127,9,27,2013,1.2,270,NA,NA,NA
"3899",3899,"N","N641S0","sora",0,4,"rail","nvca","nw",40.1014889684,-95.0527699851,10,8,2014,1.2,282,NA,NA,NA
"3900",3900,"N","N642S0","sora",0,4,"rail","nvca","nw",40.1014889684,-95.0528170075,10,8,2014,1.2,282,NA,NA,NA
"3901",3901,"N","N639S0","sora",0,4,"rail","nvca","nw",40.1002870034,-95.0529959612,10,8,2014,1.2,282,NA,NA,NA
"3902",3902,"N","N640S0","sora",0,4,"rail","nvca","nw",40.1002870034,-95.0531780161,10,8,2014,1.2,282,NA,NA,NA
"3903",3903,"N","N638S0","sora",0,4,"rail","nvca","nw",40.099981986,-95.0522389915,10,8,2014,1.2,282,NA,NA,NA
"3904",3904,"N","N637S0","sora",0,4,"rail","nvca","nw",40.0990370102,-95.0526610203,10,8,2014,1.2,282,NA,NA,NA
"3905",3905,"A","AF311S","sora",0,3,"sanctuary","nvca","nw",40.0970359985,-95.0472370069,9,18,2014,1.2,262,NA,NA,NA
"3906",3906,"A","AF310S0","sora",0,3,"sanctuary","nvca","nw",40.0970240124,-95.0468510203,9,18,2014,1.2,262,NA,NA,NA
"3907",3907,"N","N636S4","sora",4,4,"sanctuary","nvca","nw",40.0968410354,-95.0490899943,10,8,2014,1.2,282,NA,NA,NA
"3908",3908,"N","N634S0","sora",0,4,"sanctuary","nvca","nw",40.0968049932,-95.0478270091,10,8,2014,1.2,282,NA,NA,NA
"3909",3909,"A","AF309S3","sora",3,3,"sanctuary","nvca","nw",40.096774986,-95.0488289818,9,18,2014,1.2,262,NA,NA,NA
"3910",3910,"N","N633S0","sora",0,4,"sanctuary","nvca","nw",40.0967739802,-95.0468279701,10,8,2014,1.2,282,NA,NA,NA
"3911",3911,"N","N635S0","sora",0,4,"sanctuary","nvca","nw",40.0967640057,-95.0485030096,10,8,2014,1.2,282,NA,NA,NA
"3912",3912,"A","AF308S0","sora",0,3,"sanctuary","nvca","nw",40.0967579708,-95.0488889962,9,18,2014,1.2,262,NA,NA,NA
"3913",3913,"N","N632S0","sora",0,4,"sanctuary","nvca","nw",40.0967530254,-95.0464890059,10,8,2014,1.2,282,NA,NA,NA
"3914",3914,"N","N630S0","sora",0,4,"sanctuary","nvca","nw",40.0967500079,-95.0462500378,10,8,2014,1.2,282,NA,NA,NA
"3915",3915,"N","N631S0","sora",0,4,"sanctuary","nvca","nw",40.0967479963,-95.0462529715,10,8,2014,1.2,282,NA,NA,NA
"3916",3916,"A","AF307S2","sora",2,3,"sanctuary","nvca","nw",40.096278023,-95.0481850002,9,18,2014,1.2,262,NA,NA,NA
"3917",3917,"A","AF306S0","sora",0,3,"sanctuary","nvca","nw",40.0962500274,-95.047506988,9,18,2014,1.2,262,NA,NA,NA
"3918",3918,"N","N628S0","sora",0,4,"sanctuary","nvca","nw",40.0962299947,-95.0462760217,10,8,2014,1.2,282,NA,NA,NA
"3919",3919,"N","N626S0","sora",0,4,"sanctuary","nvca","nw",40.0962170027,-95.0481969863,10,8,2014,1.2,282,NA,NA,NA
"3920",3920,"N","N627S0","sora",0,4,"sanctuary","nvca","nw",40.0962030049,-95.04714204,10,8,2014,1.2,282,NA,NA,NA
"3921",3921,"A","AF305S0","sora",0,3,"sanctuary","nvca","nw",40.0961819664,-95.0473789964,9,18,2014,1.2,262,NA,NA,NA
"3922",3922,"N","N629S4","sora",4,4,"sanctuary","nvca","nw",40.0961660407,-95.045633968,10,8,2014,1.2,282,NA,NA,NA
"3923",3923,"A","AF304S0","sora",0,3,"sanctuary","nvca","nw",40.0956219714,-95.0484650396,9,18,2014,1.2,262,NA,NA,NA
"3924",3924,"N","N625S0","sora",0,4,"sanctuary","nvca","nw",40.0955760386,-95.0471390225,10,8,2014,1.2,282,NA,NA,NA
"3925",3925,"N","N624S0","sora",0,4,"sanctuary","nvca","nw",40.0955639686,-95.0468879845,10,8,2014,1.2,282,NA,NA,NA
"3926",3926,"N","N623S0","sora",0,4,"sanctuary","nvca","nw",40.0954550039,-95.0461210404,10,8,2014,1.2,282,NA,NA,NA
"3927",3927,"N","N622S0","sora",0,4,"sanctuary","nvca","nw",40.0950189773,-95.0487210229,10,8,2014,1.2,282,NA,NA,NA
"3928",3928,"N","N621S1","sora",1,4,"sanctuary","nvca","nw",40.0949449651,-95.0491759926,10,8,2014,1.2,282,NA,NA,NA
"3929",3929,"A","AF303S0","sora",0,3,"sanctuary","nvca","nw",40.0947869662,-95.0492889807,9,18,2014,1.2,262,NA,NA,NA
"3930",3930,"N","N620S0","sora",0,4,"sanctuary","nvca","nw",40.094555039,-95.0488050096,10,8,2014,1.2,282,NA,NA,NA
"3931",3931,"A","AF301S0","sora",0,3,"sanctuary","nvca","nw",40.0940149929,-95.0482780393,9,18,2014,1.2,262,NA,NA,NA
"3932",3932,"A","AF300S0","sora",0,3,"sanctuary","nvca","nw",40.0940109696,-95.048274016,9,18,2014,1.2,262,NA,NA,NA
"3933",3933,"A","AF299S0","sora",0,3,"sanctuary","nvca","nw",40.0939689763,-95.0491200015,9,18,2014,1.2,262,NA,NA,NA
"3934",3934,"N","N618S0","sora",0,4,"sanctuary","nvca","nw",40.0939040165,-95.0492339954,10,8,2014,1.2,282,NA,NA,NA
"3935",3935,"N","N619S0","sora",0,4,"sanctuary","nvca","nw",40.0939020049,-95.0492309779,10,8,2014,1.2,282,NA,NA,NA
"3936",3936,"N","N296S0","sora",0,3,"sanctuary","nvca","nw",40.0932769664,-95.0497949962,9,18,2014,1.2,262,NA,NA,NA
"3937",3937,"A","AF444S2","sora",2,4,"sanctuary","nvca","nw",40.0917500351,-95.0447879825,10,8,2014,1.2,282,NA,NA,NA
"3938",3938,"N","N298S0","sora",0,3,"sanctuary","nvca","nw",40.0917350315,-95.0497850217,9,18,2014,1.2,262,NA,NA,NA
"3939",3939,"N","N297S0","sora",0,3,"sanctuary","nvca","nw",40.0917330198,-95.0497840159,9,18,2014,1.2,262,NA,NA,NA
"3940",3940,"N","N299S0","sora",0,3,"sanctuary","nvca","nw",40.0916150026,-95.0478000194,9,18,2014,1.2,262,NA,NA,NA
"3941",3941,"N","N301S8","sora",8,3,"sanctuary","nvca","nw",40.0915610231,-95.0482089724,9,18,2014,1.2,262,NA,NA,NA
"3942",3942,"N","N300S0","sora",0,3,"sanctuary","nvca","nw",40.0915430021,-95.0482040271,9,18,2014,1.2,262,NA,NA,NA
"3943",3943,"N","N302S0","sora",0,3,"sanctuary","nvca","nw",40.0913880207,-95.048701996,9,18,2014,1.2,262,NA,NA,NA
"3944",3944,"A","AF445S0","sora",0,4,"sanctuary","nvca","nw",40.0911669899,-95.0452410243,10,8,2014,1.2,282,NA,NA,NA
"3945",3945,"N","N303S0","sora",0,3,"sanctuary","nvca","nw",40.0910239946,-95.0475459639,9,18,2014,1.2,262,NA,NA,NA
"3946",3946,"N","N305S0","sora",0,3,"sanctuary","nvca","nw",40.0910189655,-95.0450579636,9,18,2014,1.2,262,NA,NA,NA
"3947",3947,"A","AF446S0","sora",0,4,"sanctuary","nvca","nw",40.0910160318,-95.0449830294,10,8,2014,1.2,282,NA,NA,NA
"3948",3948,"N","N304S0","sora",0,3,"sanctuary","nvca","nw",40.091015026,-95.0450469833,9,18,2014,1.2,262,NA,NA,NA
"3949",3949,"N","N306V0","vira",0,3,"sanctuary","nvca","nw",40.0899360236,-95.0460069627,9,18,2014,1.2,262,NA,NA,NA
"3950",3950,"N","N002S0","sora",0,1,"sanctuary","nvca","nw",40.08967903,-95.04459,8,14,2014,1.2,226,NA,NA,NA
"3951",3951,"N","N308S0","sora",0,3,"sanctuary","nvca","nw",40.0896760169,-95.0449179858,9,18,2014,1.2,262,NA,NA,NA
"3952",3952,"N","N307S0","sora",0,3,"sanctuary","nvca","nw",40.0896740053,-95.0449110288,9,18,2014,1.2,262,NA,NA,NA
"3953",3953,"N","N309S0","sora",0,3,"sanctuary","nvca","nw",40.0896429922,-95.0449080113,9,18,2014,1.2,262,NA,NA,NA
"3954",3954,"A","AF447V3","vira",3,4,"sanctuary","nvca","nw",40.0894000009,-95.0453520007,10,8,2014,1.2,282,NA,NA,NA
"3955",3955,"N","N310S0","sora",0,3,"sanctuary","nvca","nw",40.0893280003,-95.0452299602,9,18,2014,1.2,262,NA,NA,NA
"3956",3956,"A","AF033S3","sora",3,2,"scmsu2","scnwr","nw",40.10489403,-95.23894002,8,30,2014,1.2,242,NA,NA,NA
"3957",3957,"A","AF034S0","sora",0,2,"scmsu3","scnwr","nw",40.10482597,-95.23892996,8,30,2014,1.2,242,NA,NA,NA
"3958",3958,"M","MB208S1 _13","sora",1,3,"sgb","scnwr","nw",40.09688797,-95.049831,9,23,2013,1.2,266,NA,NA,NA
"3959",3959,"M","MB206S5 _13","sora",5,3,"sgb","scnwr","nw",40.09589497,-95.049788,9,23,2013,1.2,266,NA,NA,NA
"3960",3960,"M","MB208S3 _13","sora",3,3,"sgb","scnwr","nw",40.09299299,-95.266463,9,23,2013,1.2,266,NA,NA,NA
"3961",3961,"M","MB207S4 _13","sora",4,3,"sgb","scnwr","nw",40.09199101,-95.266297,9,23,2013,1.2,266,NA,NA,NA
"3962",3962,"M","MB206S3 _13","sora",3,3,"sgb","scnwr","nw",40.09198397,-95.266293,9,23,2013,1.2,266,NA,NA,NA
"3963",3963,"M","MB204S0 _13","sora",0,3,"sgb","scnwr","nw",40.09017499,-95.265336,9,23,2013,1.2,266,NA,NA,NA
"3964",3964,"M","MB205S2 _13","sora",2,3,"sgb","scnwr","nw",40.09014498,-95.262869,9,23,2013,1.2,266,NA,NA,NA
"3965",3965,"M","MB202S0 _13","sora",0,3,"sgb","scnwr","nw",40.09012202,-95.26555,9,23,2013,1.2,266,NA,NA,NA
"3966",3966,"M","MB203S0 _13","sora",0,3,"sgb","scnwr","nw",40.09012202,-95.265551,9,23,2013,1.2,266,NA,NA,NA
"3967",3967,"M","MB201S0 _13","sora",0,3,"sgb","scnwr","nw",40.089687,-95.266127,9,23,2013,1.2,266,NA,NA,NA
"3968",3968,"M","MB199S3 _13","sora",3,3,"sgb","scnwr","nw",40.08959597,-95.265338,9,23,2013,1.2,266,NA,NA,NA
"3969",3969,"M","MB195S1 _13","sora",1,3,"sgb","scnwr","nw",40.08956202,-95.262705,9,23,2013,1.2,266,NA,NA,NA
"3970",3970,"M","MB200S4 _13","sora",4,3,"sgb","scnwr","nw",40.089544,-95.265568,9,23,2013,1.2,266,NA,NA,NA
"3971",3971,"M","MB196S1 _13","sora",1,3,"sgb","scnwr","nw",40.08953797,-95.26296,9,23,2013,1.2,266,NA,NA,NA
"3972",3972,"M","MB198S1 _13","sora",1,3,"sgb","scnwr","nw",40.08951399,-95.264287,9,23,2013,1.2,266,NA,NA,NA
"3973",3973,"M","MB194S1 _13","sora",1,3,"sgb","scnwr","nw",40.08951098,-95.262587,9,23,2013,1.2,266,NA,NA,NA
"3974",3974,"M","MB197S0 _13","sora",0,3,"sgb","scnwr","nw",40.08949799,-95.263492,9,23,2013,1.2,266,NA,NA,NA
"3975",3975,"M","MB193S0 _13","sora",0,3,"sgb","scnwr","nw",40.08944501,-95.262523,9,23,2013,1.2,266,NA,NA,NA
"3976",3976,"M","MB192S2 _13","sora",2,3,"sgb","scnwr","nw",40.08942598,-95.262353,9,23,2013,1.2,266,NA,NA,NA
"3977",3977,"M","MB191S0 _13","sora",0,3,"sgb","scnwr","nw",40.08932197,-95.261908,9,23,2013,1.2,266,NA,NA,NA
"3978",3978,"M","MB177S4 _13","sora",4,3,"sgb","scnwr","nw",40.08895199,-95.262424,9,23,2013,1.2,266,NA,NA,NA
"3979",3979,"M","MB189S0 _13","sora",0,3,"sgb","scnwr","nw",40.08893397,-95.261698,9,23,2013,1.2,266,NA,NA,NA
"3980",3980,"M","MB158S3 _13","sora",3,3,"sgb","scnwr","nw",40.08893204,-95.263634,9,23,2013,1.2,266,NA,NA,NA
"3981",3981,"M","MB187S0 _13","sora",0,3,"sgb","scnwr","nw",40.08892902,-95.261795,9,23,2013,1.2,266,NA,NA,NA
"3982",3982,"M","MB188S0 _13","sora",0,3,"sgb","scnwr","nw",40.088926,-95.261786,9,23,2013,1.2,266,NA,NA,NA
"3983",3983,"M","MB174S1 _13","sora",1,3,"sgb","scnwr","nw",40.088925,-95.262507,9,23,2013,1.2,266,NA,NA,NA
"3984",3984,"M","MB175S1 _13","sora",1,3,"sgb","scnwr","nw",40.08892399,-95.262443,9,23,2013,1.2,266,NA,NA,NA
"3985",3985,"M","MB176S0 _13","sora",0,3,"sgb","scnwr","nw",40.08892399,-95.262443,9,23,2013,1.2,266,NA,NA,NA
"3986",3986,"M","MB184S0 _13","sora",0,3,"sgb","scnwr","nw",40.08892098,-95.261968,9,23,2013,1.2,266,NA,NA,NA
"3987",3987,"M","MB147S1 _13","sora",1,3,"sgb","scnwr","nw",40.08891997,-95.264585,9,23,2013,1.2,266,NA,NA,NA
"3988",3988,"M","MB185S0 _13","sora",0,3,"sgb","scnwr","nw",40.08891804,-95.261965,9,23,2013,1.2,266,NA,NA,NA
"3989",3989,"M","MB190S3 _13","sora",3,3,"sgb","scnwr","nw",40.08891804,-95.261519,9,23,2013,1.2,266,NA,NA,NA
"3990",3990,"M","MB182S0 _13","sora",0,3,"sgb","scnwr","nw",40.08891704,-95.262033,9,23,2013,1.2,266,NA,NA,NA
"3991",3991,"M","MB149S0 _13","sora",0,3,"sgb","scnwr","nw",40.08891502,-95.26428,9,23,2013,1.2,266,NA,NA,NA
"3992",3992,"M","MB161S2 _13","sora",2,3,"sgb","scnwr","nw",40.08891502,-95.26319,9,23,2013,1.2,266,NA,NA,NA
"3993",3993,"M","MB157S2 _13","sora",2,3,"sgb","scnwr","nw",40.08891402,-95.26366,9,23,2013,1.2,266,NA,NA,NA
"3994",3994,"M","MB178S2 _13","sora",2,3,"sgb","scnwr","nw",40.08891402,-95.262314,9,23,2013,1.2,266,NA,NA,NA
"3995",3995,"M","MB179S2 _13","sora",2,3,"sgb","scnwr","nw",40.08891402,-95.262312,9,23,2013,1.2,266,NA,NA,NA
"3996",3996,"M","MB181S2 _13","sora",2,3,"sgb","scnwr","nw",40.08891402,-95.262145,9,23,2013,1.2,266,NA,NA,NA
"3997",3997,"M","MB183S0 _13","sora",0,3,"sgb","scnwr","nw",40.08891402,-95.262037,9,23,2013,1.2,266,NA,NA,NA
"3998",3998,"M","MB159S1 _13","sora",1,3,"sgb","scnwr","nw",40.08891301,-95.26327,9,23,2013,1.2,266,NA,NA,NA
"3999",3999,"M","MB162S2 _13","sora",2,3,"sgb","scnwr","nw",40.08891301,-95.26319,9,23,2013,1.2,266,NA,NA,NA
"4000",4000,"M","MB180S1 _13","sora",1,3,"sgb","scnwr","nw",40.08891301,-95.262192,9,23,2013,1.2,266,NA,NA,NA
"4001",4001,"M","MB152S2 _13","sora",2,3,"sgb","scnwr","nw",40.08890304,-95.263987,9,23,2013,1.2,266,NA,NA,NA
"4002",4002,"M","MB150S2 _13","sora",2,3,"sgb","scnwr","nw",40.08890203,-95.264024,9,23,2013,1.2,266,NA,NA,NA
"4003",4003,"M","MB151S0 _13","sora",0,3,"sgb","scnwr","nw",40.08889901,-95.263986,9,23,2013,1.2,266,NA,NA,NA
"4004",4004,"M","MB172S2 _13","sora",2,3,"sgb","scnwr","nw",40.088897,-95.26276,9,23,2013,1.2,266,NA,NA,NA
"4005",4005,"M","MB148S1 _13","sora",1,3,"sgb","scnwr","nw",40.08889298,-95.264543,9,23,2013,1.2,266,NA,NA,NA
"4006",4006,"M","MB173S1 _13","sora",1,3,"sgb","scnwr","nw",40.08889197,-95.2627,9,23,2013,1.2,266,NA,NA,NA
"4007",4007,"M","MB154S1 _13","sora",1,3,"sgb","scnwr","nw",40.08889097,-95.263906,9,23,2013,1.2,266,NA,NA,NA
"4008",4008,"M","MB156S1 _13","sora",1,3,"sgb","scnwr","nw",40.08888803,-95.263827,9,23,2013,1.2,266,NA,NA,NA
"4009",4009,"M","MB170S2 _13","sora",2,3,"sgb","scnwr","nw",40.08888803,-95.262999,9,23,2013,1.2,266,NA,NA,NA
"4010",4010,"M","MB166S0 _13","sora",0,3,"sgb","scnwr","nw",40.08888602,-95.263097,9,23,2013,1.2,266,NA,NA,NA
"4011",4011,"M","MB168S0 _13","sora",0,3,"sgb","scnwr","nw",40.08888602,-95.263002,9,23,2013,1.2,266,NA,NA,NA
"4012",4012,"M","MB153S2 _13","sora",2,3,"sgb","scnwr","nw",40.08888401,-95.26391,9,23,2013,1.2,266,NA,NA,NA
"4013",4013,"M","MB165S0 _13","sora",0,3,"sgb","scnwr","nw",40.08888401,-95.263104,9,23,2013,1.2,266,NA,NA,NA
"4014",4014,"M","MB163S0 _13","sora",0,3,"sgb","scnwr","nw",40.08888301,-95.263171,9,23,2013,1.2,266,NA,NA,NA
"4015",4015,"M","MB169S2 _13","sora",2,3,"sgb","scnwr","nw",40.08888301,-95.263,9,23,2013,1.2,266,NA,NA,NA
"4016",4016,"M","MB164S0 _13","sora",0,3,"sgb","scnwr","nw",40.088882,-95.263116,9,23,2013,1.2,266,NA,NA,NA
"4017",4017,"M","MB171S1 _13","sora",1,3,"sgb","scnwr","nw",40.088882,-95.262854,9,23,2013,1.2,266,NA,NA,NA
"4018",4018,"M","MB155S0 _13","sora",0,3,"sgb","scnwr","nw",40.08887999,-95.263841,9,23,2013,1.2,266,NA,NA,NA
"4019",4019,"D","DD013S2","sora",2,2,"sgb","scnwr","nw",39.19882002,-90.76746,9,1,2013,1.2,244,NA,NA,NA
"4020",4020,"D","DD014S0","sora",0,2,"sgb","scnwr","nw",40.089122979,-95.2620269638,9,1,2013,1.2,244,NA,NA,NA
"4021",4021,"D","DD015S0","sora",0,2,"sgb","scnwr","nw",40.0841599703,-95.2617190126,9,1,2013,1.2,244,NA,NA,NA
"4022",4022,"N","N061S0","sora",0,2,"sgb","scnwr","nw",40.09149699,-95.26527001,8,30,2014,1.2,242,NA,NA,NA
"4023",4023,"N","N062S0","sora",0,2,"sgb","scnwr","nw",40.09022201,-95.26503598,8,30,2014,1.2,242,NA,NA,NA
"4024",4024,"N","N064S0","sora",0,2,"sgb","scnwr","nw",40.09021397,-95.26502601,8,30,2014,1.2,242,NA,NA,NA
"4025",4025,"N","N063S0","sora",0,2,"sgb","scnwr","nw",40.09020299,-95.26501997,8,30,2014,1.2,242,NA,NA,NA
"4026",4026,"A","AF153S2","sora",2,3,"sgc","scnwr","nw",40.08842401,-95.265025,9,23,2013,1.2,266,NA,NA,NA
"4027",4027,"A","AF154S2","sora",2,3,"sgc","scnwr","nw",40.08841697,-95.265022,9,23,2013,1.2,266,NA,NA,NA
"4028",4028,"A","AF158S2","sora",2,3,"sgc","scnwr","nw",40.08841697,-95.264811,9,23,2013,1.2,266,NA,NA,NA
"4029",4029,"A","AF155S5","sora",5,3,"sgc","scnwr","nw",40.08841404,-95.265019,9,23,2013,1.2,266,NA,NA,NA
"4030",4030,"A","AF156S1","sora",1,3,"sgc","scnwr","nw",40.08841404,-95.264945,9,23,2013,1.2,266,NA,NA,NA
"4031",4031,"A","AF159S1","sora",1,3,"sgc","scnwr","nw",40.08841404,-95.264809,9,23,2013,1.2,266,NA,NA,NA
"4032",4032,"A","AF160S0","sora",0,3,"sgc","scnwr","nw",40.08841404,-95.264809,9,23,2013,1.2,266,NA,NA,NA
"4033",4033,"A","AF162S0","sora",0,3,"sgc","scnwr","nw",40.08841404,-95.264811,9,23,2013,1.2,266,NA,NA,NA
"4034",4034,"A","AF161S1","sora",1,3,"sgc","scnwr","nw",40.08841303,-95.264809,9,23,2013,1.2,266,NA,NA,NA
"4035",4035,"A","AF157S2","sora",2,3,"sgc","scnwr","nw",40.08841203,-95.264939,9,23,2013,1.2,266,NA,NA,NA
"4036",4036,"A","AF165S1","sora",1,3,"sgc","scnwr","nw",40.088407,-95.262965,9,23,2013,1.2,266,NA,NA,NA
"4037",4037,"A","AF164S0","sora",0,3,"sgc","scnwr","nw",40.08838504,-95.263132,9,23,2013,1.2,266,NA,NA,NA
"4038",4038,"A","AF166S3","sora",3,3,"sgc","scnwr","nw",40.08838403,-95.2622,9,23,2013,1.2,266,NA,NA,NA
"4039",4039,"A","AF163S0","sora",0,3,"sgc","scnwr","nw",40.08838202,-95.263133,9,23,2013,1.2,266,NA,NA,NA
"4040",4040,"A","AF167S0","sora",0,3,"sgc","scnwr","nw",40.08799603,-95.261851,9,23,2013,1.2,266,NA,NA,NA
